Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
122	246.25006	36.79723	283.73224	141.36125	403.41666	57.20566	26.95153	122.34037	-13.6158905	615000	-4.7683715e-09	639.261	-0.0065696794	-413.9557	0.6941484	0.0010298096	0.0576	79.0	559.4120962619781
123	174.37563	89.24121	250.9771	-1.9850742	387.54544	35.78821	24.426952	108.15665	-4.387706	620000	1.525879e-08	701.3788	-0.0065476494	-260.60574	0.7508837	0.0048853434	0.0464	79.0	563.1829967498779
124	242.97661	30.89019	272.9275	140.91321	350.14285	53.361	23.240372	116.35851	3.868909	625000	8.225441e-10	846.9796	-0.0036919306	-795.6973	0.7336423	0.012608732	0.1778	5.0	566.6527812480927
125	228.66406	57.721783	295.74075	122.38715	486.8	49.232338	29.29025	122.37392	-16.110826	630000	-1.07288365e-08	1038.138	-0.007671434	-843.7432	0.67845505	0.006270729	0.097	79.0	570.7534272670746
126	217.78706	60.657673	270.0901	77.58571	447.63635	35.53785	28.216566	105.029526	-23.214624	635000	1.859665e-08	316.9783	-0.0023525145	-186.31824	0.74275607	0.018210834	0.2764	9.0	574.1185081005096
127	192.26552	75.34411	269.69363	72.98889	598.75	37.177086	28.43576	115.95994	-12.938171	640000	-2.1076202e-08	541.95026	-0.0063655577	-359.79266	0.73400813	0.0039691376	0.0572	79.0	578.3484060764313
128	214.81616	67.46952	270.70813	73.41089	475.6	33.49447	19.350693	88.02405	-5.8656344	645000	-3.1232833e-08	396.66782	-0.0064560855	-158.71297	0.69016093	0.0077509615	0.047	79.0	582.9750146865845
129	204.49814	64.505684	293.55734	126.810165	593.125	49.398537	16.361832	106.153404	-15.154153	650000	2.2125244e-08	1425.9994	-0.008571686	-1323.0548	0.67086613	0.003724427	0.1148	79.0	587.1919360160828
130	214.31564	81.00407	274.34918	0.40989885	310.5625	51.736984	16.16594	118.04634	6.289235	655000	-1.1920929e-08	629.9376	-0.010337473	-175.22742	0.7114475	0.004806747	0.0572	79.0	590.6838562488556
131	247.27359	23.783075	288.09906	199.54507	360.84616	44.95545	23.935822	108.75405	-10.700171	660000	5.0544737e-09	380.13403	-0.008162206	-225.83836	0.6865765	0.0044362713	0.0538	79.0	594.3286576271057
132	217.54544	49.008537	271.4105	125.76806	462.8889	53.55074	23.41313	115.98111	11.125646	665000	5.3405763e-08	915.2902	-0.006204898	-812.54333	0.6537589	0.0015002068	0.0288	79.0	598.4007966518402
133	237.21507	40.16488	279.12695	149.69873	398.0	42.725014	22.63896	93.60714	2.713837	670000	-7.629395e-09	359.39435	-0.006342413	-110.58545	0.61993396	0.008234721	0.0888	79.0	601.9249827861786
134	189.51357	79.124825	295.37	84.07663	700.1429	34.54531	24.959284	100.047226	-4.15931	675000	2.9277802e-08	489.8676	-0.007591253	-403.84433	0.63407654	0.0038782405	0.0414	79.0	605.76540184021
135	235.2821	59.482365	287.43976	25.157553	296.125	44.293034	17.964012	89.39575	-7.924798	680000	-2.5749207e-08	784.59033	-0.0055153067	-477.52206	0.7073855	0.006301136	0.0482	79.0	609.039529800415
136	248.0723	40.91356	292.60883	119.35169	367.53845	57.04709	26.814592	119.36115	8.076269	685000	5.1498414e-09	215.61153	-0.008706664	-89.97429	0.6739384	0.005160428	0.0512	79.0	612.6255187988281
137	200.71046	71.41762	295.73346	60.85559	499.1	53.012436	15.477936	118.06561	16.072666	690000	-1.4781952e-08	1197.1382	-0.008491701	-831.9663	0.6587359	0.0018105874	0.0448	79.0	617.0052621364594
138	210.44217	83.68496	286.6861	20.691212	323.53333	49.829185	15.842907	94.47677	1.0235734	695000	-4.386902e-09	700.9701	-0.009952849	-225.6294	0.6759156	0.004735087	0.0498	79.0	620.4022476673126
139	182.26402	61.106625	266.24005	111.121925	701.8571	20.206722	27.75367	95.98138	-36.785538	700000	-4.2533873e-08	172.2783	-0.007920837	-114.48966	0.65015715	0.0066496986	0.0962	79.0	624.6050584316254
140	207.664	79.76368	279.2797	22.748352	317.53333	48.093483	20.579868	102.95123	-3.4450772	705000	-2.9563905e-09	908.368	-0.0069821016	-291.3994	0.69460726	0.004148951	0.0476	79.0	628.2649946212769
141	215.56038	58.575035	277.15054	89.91124	463.9	43.912693	17.942778	95.241425	-4.3098707	710000	-2.8705596e-08	768.9851	-0.0090653235	-496.9558	0.67870104	0.002794069	0.0672	79.0	632.069575548172
142	258.93747	14.761996	283.02567	231.8577	331.46667	59.87638	17.114319	101.00533	11.115752	715000	2.269745e-08	166.58342	-0.006720488	-56.999672	0.68456614	0.0019984432	0.0444	79.0	635.4226105213165
143	239.80064	46.753674	281.38412	135.90706	435.9091	47.950382	30.811348	110.04077	-3.2512019	720000	8.296967e-09	172.84602	-0.007650631	-83.73449	0.6735996	0.0058385367	0.1288	79.0	638.9167177677155
144	244.39575	48.414368	288.13232	121.12636	447.0909	52.931995	20.099792	104.576	12.968308	725000	9.536744e-10	491.07834	-0.008572119	-327.28793	0.6217395	0.0043375585	0.0694	79.0	642.6186184883118
145	269.4164	15.367637	289.1017	221.97166	307.0625	63.435413	15.73113	128.91107	10.454876	730000	2.9563905e-09	192.59113	-0.006011336	-138.46213	0.66051	0.008816208	0.0728	79.0	645.8793306350708
146	208.88936	89.73499	283.2047	0.45173073	394.91666	52.17224	22.172108	109.32103	-9.967387	735000	1.1634826e-08	1011.4502	-0.008257545	-370.43323	0.64822304	0.0056500915	0.0652	79.0	649.378705739975
147	220.41301	52.334904	263.21738	115.40618	439.1	42.65126	21.714508	98.5639	-7.9291654	740000	4.4059753e-08	334.75253	-0.008538357	-236.31476	0.67507136	0.009449143	0.144	79.0	653.1967277526855
148	185.45253	82.22155	279.8237	5.629752	488.77777	33.740574	22.284786	96.81321	-13.87417	745000	4.8828124e-08	584.68646	-0.007394829	-197.60922	0.6633237	0.010184459	0.123	79.0	657.2146785259247
149	234.97998	71.40466	282.13214	35.915115	344.64285	52.8318	17.779022	98.909225	-6.2110066	750000	9.346008e-09	906.7875	-0.0054207407	-540.71075	0.6740585	0.017500201	0.0284	18.0	660.4484176635742
150	242.2262	59.23856	284.7865	43.074326	300.85715	55.700863	17.307903	142.6273	17.502926	755000	-2.0980835e-08	693.5203	-0.011278138	-418.25027	0.692587	0.009760883	0.0738	79.0	664.2815387248993
151	237.24232	56.78615	293.21164	117.71415	436.81818	48.76971	18.814526	110.949326	-9.068466	760000	2.9182434e-08	577.03455	-0.0069840304	-403.67453	0.701377	0.003596849	0.0438	79.0	668.0080051422119
152	249.77637	39.357224	297.52902	122.17159	339.46155	56.160862	27.256784	107.499695	-2.8711631	765000	-3.4713747e-08	227.55035	-0.009022899	-97.947525	0.6847851	0.009977359	0.104	79.0	671.8760721683502
153	246.0202	38.42726	288.139	133.46944	366.53845	55.407845	21.423065	114.42985	-0.7649887	770000	-3.4332275e-09	327.2145	-0.008980778	-231.9484	0.7033933	0.005883001	0.0942	79.0	675.3442661762238
154	266.09448	19.71692	294.86734	230.91617	308.30768	61.784313	19.752121	123.83332	21.190807	775000	6.2942505e-09	247.65923	-0.006548887	-177.72739	0.67931324	0.00096574344	0.0488	79.0	678.7138755321503
155	256.12466	20.31921	293.15848	224.88048	304.0	64.238174	17.420107	103.338524	-0.6602269	780000	-5.531311e-09	139.30963	-0.011366492	-67.23362	0.6888348	0.0107865445	0.087	79.0	681.9979395866394
156	224.65776	73.263405	297.4126	58.496925	413.41666	51.54409	26.643557	111.55345	2.6576102	785000	-1.5258789e-09	506.6287	-0.011757156	-246.09149	0.70623827	0.0065266276	0.0874	79.0	685.8562498092651
157	253.76608	19.416363	297.73654	225.33745	306.8125	57.2122	15.928385	95.43011	4.7944846	790000	-9.727478e-09	210.9822	-0.010435443	-154.35686	0.7107758	0.0072202096	0.077	79.0	689.044563293457
158	245.88646	44.768703	277.09204	101.49627	403.08334	56.076187	23.050022	122.26164	3.5385523	795000	1.1634826e-08	274.02658	-0.012090455	-163.10753	0.70568675	0.019170439	0.0432	46.0	692.7322380542755
159	245.66151	45.51046	294.4997	110.26049	352.42856	55.96312	29.08864	115.035545	-2.465307	800000	4.577637e-09	75.95025	-0.009487819	-15.35371	0.696776	0.0060968143	0.0618	79.0	696.2020061016083
160	256.90942	23.097107	305.21295	201.03317	308.625	64.53808	18.61582	114.998886	7.5098333	805000	1.5258789e-09	79.93895	-0.010106031	-36.64692	0.69396883	0.0060577607	0.0598	79.0	699.850250005722
161	247.59244	37.694748	282.46396	131.29526	370.76923	60.261436	19.80261	118.17604	23.876217	810000	-8.9645384e-09	393.6912	-0.0075081987	-215.1357	0.68094885	0.0025105397	0.0444	79.0	703.6642746925354
162	242.64983	37.037838	289.72766	131.3036	355.92856	53.33835	25.906086	137.67311	-4.395086	815000	8.5830687e-10	155.81766	-0.008036492	-54.537308	0.7001721	0.010395688	0.057	79.0	707.1050860881805
163	239.09744	64.61161	304.74603	5.224192	305.75	60.0154	23.194407	120.9028	-6.7379007	820000	8.296967e-09	507.4075	-0.009123705	-174.88702	0.68120664	0.012218655	0.0752	79.0	710.3943264484406
164	257.60855	21.387964	290.68262	209.62999	300.86667	63.009624	20.498928	115.3212	2.9727106	825000	1.5830993e-08	286.27734	-0.008487997	-133.53844	0.6646311	0.00552372	0.0708	79.0	713.6578121185303
165	250.68433	41.77025	310.26642	156.86324	364.0909	54.059963	23.446074	114.80642	16.840876	830000	4.9209596e-08	291.05466	-0.008897358	-211.56718	0.6792875	0.005664666	0.0786	79.0	717.7094955444336
166	250.25533	31.081116	285.20865	164.47984	332.2	64.1051	18.809872	112.48256	6.2982755	835000	2.861023e-09	441.981	-0.0073365713	-269.024	0.65796345	0.0023122383	0.0504	79.0	720.9466729164124
167	212.43758	64.86473	276.97665	116.690994	550.0	42.717583	26.8562	121.367065	-12.319382	840000	8.201599e-09	573.1167	-0.0056682616	-451.6593	0.6973133	0.004756325	0.066	79.0	724.804093837738
168	252.94566	38.17816	292.6072	128.60326	344.92856	56.28681	25.16912	102.47391	-2.2536259	845000	-1.7166137e-08	265.5027	-0.006988386	-100.134735	0.6405418	0.006976728	0.1018	79.0	728.0797827243805
169	249.63896	47.59572	306.1929	91.841354	325.6	57.40655	28.093418	108.51786	-3.390295	850000	-4.005432e-09	188.2979	-0.006940192	-102.56751	0.6428077	0.0087122265	0.0584	79.0	732.2029495239258
170	233.36987	60.388363	293.87134	47.70531	342.7143	57.262463	26.762037	114.67087	-0.6125581	855000	-1.9073486e-10	455.9807	-0.007162285	-246.5353	0.7080412	0.008945945	0.0532	79.0	735.9252188205719
171	231.37367	51.23498	271.96368	115.066505	408.0	48.2047	24.903143	117.567535	-12.648994	860000	3.9100647e-09	369.57745	-0.008498818	-271.98294	0.6873597	0.004439754	0.0456	79.0	739.5924980640411
172	268.7664	15.556385	298.2568	248.14235	286.7857	59.441883	26.727627	118.31799	-2.6956303	865000	6.866455e-09	150.72452	-0.0091601685	-56.485374	0.66466963	0.004547732	0.0912	79.0	743.4818305969238
173	232.16861	44.6289	275.91763	143.80264	482.7	43.849255	32.31537	114.28867	-2.0492089	870000	3.1471252e-09	269.7613	-0.0036335108	-127.50026	0.64723027	0.03275079	0.2556	5.0	747.3691394329071
174	262.2041	21.976103	308.0069	232.60417	287.47058	62.80126	17.797323	109.721855	11.119701	875000	-2.5177002e-08	190.7627	-0.006741854	-151.47235	0.6598554	0.008201957	0.0606	79.0	751.219655752182
175	253.02782	43.24026	302.60345	137.7336	346.33334	64.484116	23.070778	117.6921	4.683038	880000	0.0	1051.6747	0.00037774086	-869.8634	0.6405807	0.015492867	0.2518	7.0	755.0952885150909
176	220.91556	67.13699	289.6626	69.9234	384.23077	56.159924	24.81089	122.6802	8.086604	885000	7.6770785e-09	1020.271	-0.0068328567	-771.7516	0.65367556	0.007881837	0.159	79.0	758.9004366397858
177	263.33905	32.954155	308.7255	164.48209	372.3846	53.3299	23.700592	114.5804	2.877374	890000	-3.6239625e-09	284.85806	-0.0067484668	-137.16237	0.63657165	0.005156527	0.0508	79.0	762.1655554771423
178	262.617	15.961354	297.75592	233.49025	276.41177	73.977234	15.992091	116.33618	14.799434	895000	-7.629395e-09	71.21583	-0.0075456714	-25.59504	0.6525443	0.0049643293	0.0568	79.0	765.2368643283844
179	278.45972	19.883907	303.49017	241.2608	284.64706	74.858116	13.430295	114.40548	27.61239	900000	7.6293943e-10	100.416725	-0.008083987	-55.017124	0.6310931	0.004350459	0.056	79.0	768.3616101741791
180	247.41043	63.162647	301.69308	70.582214	328.53333	65.948524	20.07609	126.03342	18.251242	905000	-4.196167e-09	611.3812	-0.011937253	-425.34427	0.66197634	0.015602293	0.0874	79.0	772.4638690948486
181	252.83063	44.966396	293.4206	101.0157	326.4	69.7123	16.153366	121.83391	13.704388	910000	-1.6403199e-08	613.17194	-0.005622384	-511.05737	0.65821975	0.000643309	0.0382	79.0	775.9693791866302
182	253.26517	27.504927	288.6046	176.95863	345.7857	58.689575	30.620043	111.093956	-3.7773473	915000	0.0	100.720856	-0.009230551	-30.167358	0.6414108	0.008175702	0.1196	79.0	779.300633430481
183	254.00804	36.619133	289.4808	139.51865	335.35715	60.394676	29.404675	117.32076	-1.4740436	920000	4.005432e-09	105.88	-0.008115707	-28.693542	0.6400532	0.005951638	0.061	79.0	782.952469587326
184	251.17648	39.86218	303.7371	115.16476	299.5625	71.02228	17.59053	120.58212	4.251679	925000	-1.5068053e-08	451.0059	-0.00800503	-292.36334	0.5898409	0.004633841	0.0696	79.0	786.5064690113068
185	250.11227	55.847157	300.77057	114.542984	383.6154	54.832542	36.199886	116.45269	-21.193848	930000	-4.1007997e-09	329.42456	-0.0056444984	-216.62183	0.6207577	0.024173602	0.1572	8.0	790.5988729000092
186	245.97185	58.63484	307.2451	108.78315	383.3846	48.784176	36.53699	120.40866	-4.703923	935000	-4.7683715e-09	108.2473	-0.008038227	-36.8647	0.648718	0.008924595	0.1392	79.0	794.5256080627441
187	257.4312	31.76334	287.66403	147.04634	303.6875	64.12229	30.89925	112.82628	-3.2073145	940000	-1.1444092e-08	84.22605	-0.007976322	-21.843403	0.6342448	0.0028992149	0.0428	79.0	797.7069318294525
188	261.8061	41.044853	300.96677	129.88257	326.0	69.604935	19.463068	123.53675	17.772432	945000	1.27792354e-08	403.60004	-0.008355263	-315.90012	0.6363244	0.0028139786	0.0428	79.0	801.1696949005127
189	247.10207	45.779404	290.17682	142.83128	388.75	48.30253	38.81046	109.64461	-11.94506	950000	9.918213e-09	178.10619	-0.008593443	-81.3073	0.6308285	0.007307521	0.1072	79.0	805.0432000160217
190	242.8202	53.718132	301.1505	75.42787	371.53845	56.99249	28.794884	111.56567	-2.8084369	955000	-1.7929077e-08	318.22275	-0.0075233784	-129.4496	0.5898896	0.0042235903	0.0418	79.0	809.2713198661804
191	257.01727	40.53606	301.96057	125.45527	322.06668	59.530014	26.462263	115.96639	-1.5572729	960000	3.0517577e-09	196.15953	-0.008113582	-115.99695	0.628352	0.009984437	0.102	79.0	812.9226398468018
192	274.14014	21.169	315.35284	226.45296	275.0	75.36167	17.50764	131.77013	36.179832	965000	-1.5258789e-09	127.784966	-0.011301539	-84.12367	0.6012523	0.0072162393	0.0732	79.0	816.1365232467651
193	258.19144	38.677902	313.71844	151.16277	317.26666	65.18074	31.016735	137.73152	-1.4382772	970000	-4.196167e-09	80.42898	-0.00916541	-18.55946	0.61971813	0.005034045	0.081	79.0	819.4751155376434
194	258.35437	36.813248	293.44342	138.3204	313.66666	64.84294	28.012928	112.409424	-2.0970182	975000	-3.0517577e-09	137.30621	-0.0071556102	-60.481323	0.63436437	0.0050409883	0.0606	79.0	822.8925378322601
195	270.19235	20.505894	303.7208	230.74489	254.6842	80.09107	14.527169	122.86311	16.344954	980000	-1.0681152e-08	55.044876	-0.0084066745	-25.994532	0.60817665	0.0043677846	0.0578	79.0	825.8720571994781
196	275.51038	17.174814	308.64868	251.98018	260.72223	79.461784	13.724216	121.65732	39.45094	985000	5.722046e-09	33.55839	-0.010492594	-9.213573	0.61776394	0.0061309	0.0556	79.0	828.9525043964386
197	264.61688	25.437822	301.87424	217.44754	270.55554	75.54787	20.073824	125.34485	1.7556646	990000	-9.346008e-09	147.7731	-0.010299842	-78.51106	0.5871192	0.0130688725	0.0694	79.0	832.0983591079712
198	270.21808	39.62961	311.0856	129.08597	310.4375	81.45494	12.928792	121.33808	36.25373	995000	3.7384034e-08	1013.0206	-0.0058932477	-919.04663	0.53933096	0.015958456	0.0464	66.0	835.1827630996704
199	243.8825	55.858837	310.83908	119.739716	380.23077	53.896976	35.016273	116.56505	0.104267344	1000000	-2.8324127e-08	151.41629	-0.0065639946	-48.096077	0.5978028	0.0039289882	0.0636	79.0	838.7833516597748
200	271.151	33.540962	308.2777	161.71355	327.06668	59.935555	30.399834	128.0977	-2.9204757	1005000	-8.392334e-09	228.5911	-0.007168153	-51.438965	0.5503817	0.006416609	0.0674	79.0	842.4538917541504
201	268.2693	18.680826	314.68518	247.58617	263.77777	72.49335	21.025902	121.18527	-2.7673323	1010000	1.3327599e-08	260.1191	-0.0046003736	-201.62468	0.59116393	0.013018373	0.1192	6.0	845.2591507434845
202	250.19286	49.915146	308.30197	134.03542	349.5	63.86057	29.898447	142.87202	8.105918	1015000	-2.0885468e-08	294.01764	-0.008214531	-250.06195	0.61792386	0.0016049768	0.0614	79.0	848.77419257164
203	264.95526	33.4027	299.86035	156.21907	304.3125	62.684544	33.50411	122.7482	-4.4885254	1020000	9.9658966e-09	107.0456	-0.008262871	-61.077793	0.5635188	0.0072147287	0.064	79.0	852.2290816307068
204	273.03134	19.1066	311.7006	227.0756	264.5	81.2099	15.512488	122.39836	40.955257	1025000	-3.8146972e-10	89.32849	-0.0076557416	-33.79679	0.5895773	0.0039737835	0.0556	79.0	855.260434627533
205	264.0759	21.548677	314.4992	232.70454	246.45	80.17889	12.958794	125.24133	41.845306	1030000	-1.9073487e-09	47.687286	-0.008340828	-16.148685	0.57200325	0.00628983	0.06	79.0	858.2419967651367
206	267.04715	13.419878	294.52756	247.67867	243.0	82.452385	14.215518	133.27054	39.81971	1035000	1.6021728e-08	38.35107	-0.008033347	-10.48049	0.56519705	0.0038404297	0.063	79.0	861.1380019187927
207	265.3822	32.563965	315.13364	165.8822	294.125	80.14742	14.551495	121.01004	44.74548	1040000	-3.089905e-08	716.11725	-0.006564043	-653.9938	0.57998616	0.0068741455	0.0766	79.0	864.2976894378662
208	275.53604	18.3072	299.31857	232.2127	253.0	80.419075	14.089207	133.96053	39.626484	1045000	3.8146974e-09	100.0491	-0.009510803	-59.039253	0.5940777	0.0080846185	0.0848	79.0	867.2250463962555
209	246.93188	57.7637	306.98785	119.94483	376.92307	61.27332	31.111979	128.55295	-0.011250526	1050000	4.5585633e-08	388.39557	-0.0068887565	-248.74336	0.6036651	0.0036060943	0.117	79.0	871.0100829601288
210	257.15433	38.81231	307.51712	122.67793	285.58823	65.5952	28.214901	115.219444	4.3056426	1055000	-4.386902e-09	188.91444	-0.0071755406	-55.82144	0.58794004	0.0028144422	0.0516	79.0	874.6629977226257
211	257.918	27.267176	312.84662	172.59012	302.5	69.4012	29.395884	135.5461	-3.0537226	1060000	8.5830685e-09	198.64792	-0.008120244	-140.20447	0.543757	0.0031291107	0.0738	79.0	877.9156074523926
212	262.0619	38.689545	312.5701	137.6712	303.3125	64.34186	31.66239	117.87943	-1.2484583	1065000	-3.528595e-09	120.36568	-0.0057853293	-73.20636	0.59512126	0.007996619	0.0572	79.0	881.0754535198212
213	253.96588	52.27717	292.75632	119.259834	372.0	56.74528	37.95292	124.48728	-2.766548	1070000	1.6021728e-08	145.36267	-0.007291088	-77.170296	0.60513616	0.0062855966	0.0472	79.0	884.544754743576
214	277.0273	17.119009	303.27356	242.7239	260.89474	77.58153	18.550999	120.605576	-5.023856	1075000	7.820129e-09	191.4866	-0.008689363	-99.881874	0.5566167	0.009239003	0.0512	79.0	887.5774838924408
215	271.24384	22.451157	312.23196	231.8869	245.4	80.96499	14.90847	120.54522	19.420008	1080000	-7.820129e-09	87.98054	-0.0066083036	-32.951664	0.5754152	0.0030157182	0.0376	79.0	890.5168707370758
216	262.08432	17.169094	297.06058	227.06476	245.64706	76.219986	19.230673	119.71059	32.02982	1085000	1.1444092e-09	254.29553	-0.0066075	-156.31902	0.5893211	0.0020520017	0.0414	79.0	893.7429485321045
217	272.44232	16.480742	302.25842	244.41772	245.55	82.747475	14.817268	141.13394	43.693542	1090000	1.1444092e-09	36.930756	-0.008822074	-12.697422	0.55449194	0.0071599213	0.0602	79.0	896.8631672859192
218	273.37598	18.29684	298.3739	221.21315	254.10527	83.50554	13.255182	125.132805	42.816345	1095000	3.8146974e-09	40.435886	-0.0112867365	-10.368605	0.567504	0.0018388917	0.0588	79.0	900.062064409256
219	267.35458	15.115868	289.21774	241.03706	252.57895	81.92082	13.741477	116.5017	43.161617	1100000	-1.9073486e-10	83.62312	-0.0084912125	-19.863312	0.55992424	0.006876828	0.0648	79.0	903.340535402298
220	261.80902	39.02277	302.43747	126.13856	291.82352	71.01194	29.180489	126.27064	9.939555	1105000	-8.392334e-09	95.90143	-0.009201067	-48.648804	0.5649414	0.0007467279	0.0514	79.0	907.7020337581635
221	260.91855	42.25393	315.5916	107.4177	277.22223	71.32711	33.49445	119.35342	-3.1184902	1110000	4.005432e-09	101.695076	-0.006143849	-28.490273	0.56729853	0.0046940804	0.1068	79.0	911.4231884479523
222	261.5349	37.081223	299.05685	127.692406	303.9375	67.69388	33.306835	122.44739	-3.0244515	1115000	7.152557e-09	93.298065	-0.008595416	-24.127937	0.5532319	0.006063372	0.0526	79.0	914.9294319152832
223	266.56122	40.000103	312.3853	128.2507	288.52942	68.717445	32.570595	122.4909	-3.6715722	1120000	-4.720688e-09	85.431564	-0.009183809	-19.215752	0.546892	0.0052082366	0.0712	79.0	918.5200672149658
224	269.81717	24.634438	311.31067	236.33452	237.42857	84.820404	15.423555	130.75546	10.89906	1125000	2.117157e-08	58.110424	-0.008916988	-32.570717	0.5172067	0.0071088816	0.0692	79.0	921.4570059776306
225	271.98593	14.564277	299.6994	239.85197	244.75	84.87453	12.253407	125.59737	46.406494	1130000	9.918213e-09	53.184174	-0.008312565	-15.300392	0.54476756	0.0063666655	0.0486	79.0	924.3542461395264
226	260.78027	54.998035	311.4381	114.55931	375.46155	65.92511	31.123331	127.004074	4.921241	1135000	2.5558471e-08	548.92194	-0.008390601	-454.28418	0.55596286	0.003055655	0.0644	79.0	928.3185753822327
227	254.43146	37.286854	313.96362	120.58851	273.77777	64.99029	33.18904	134.49835	-3.004179	1140000	-3.8146972e-10	191.23904	-0.008220958	-99.18226	0.5452217	0.0079944255	0.068	79.0	931.8543922901154
228	245.72523	50.80106	302.3566	106.64267	354.35715	57.42908	36.954857	129.76634	-2.2752752	1145000	-3.3569336e-08	177.0507	-0.009272789	-88.78915	0.58442956	0.010235034	0.1362	79.0	935.8921692371368
229	270.68738	21.35386	310.45523	237.98422	245.85	81.23706	15.504541	130.11046	19.98277	1150000	-4.7683715e-09	80.3003	-0.010559615	-46.81073	0.54269916	0.0045015328	0.0634	79.0	938.9617156982422
230	288.00177	20.385256	311.94806	247.3765	249.63158	86.946	13.978528	126.81034	47.2206	1155000	-7.247925e-09	41.013077	-0.00886243	-15.3249855	0.5292269	0.006281576	0.0584	79.0	942.3583736419678
231	265.5384	39.873882	306.73627	133.96227	292.7647	72.84047	32.657234	124.6212	2.0021245	1160000	-9.918213e-09	135.13754	-0.009137205	-57.57537	0.54824513	0.011697519	0.062	79.0	945.8251044750214
232	258.72284	45.743923	315.43484	148.36983	356.2143	60.12655	36.005093	137.07654	-0.94008636	1165000	9.63211e-09	353.6625	-0.010798467	-283.03058	0.5268656	0.0066672517	0.0672	79.0	950.3022708892822
233	275.18787	22.892487	308.55328	232.76651	234.7619	83.31552	14.060115	141.05733	37.517254	1170000	-8.392334e-09	108.21035	-0.009386118	-77.59002	0.5092246	0.007875339	0.0786	79.0	954.0426177978516
234	272.33502	31.857458	319.84314	170.18953	270.27777	77.42293	32.47412	134.61382	6.1975064	1175000	5.722046e-09	119.97774	-0.014435742	-64.11874	0.5238811	0.009797983	0.0788	79.0	958.2933278083801
235	278.20923	17.185736	312.50317	250.70436	232.71428	88.5539	13.151911	123.96591	50.646645	1180000	-1.1062622e-08	35.872868	-0.008188669	-12.178238	0.51969856	0.006025121	0.0548	79.0	961.673681974411
236	278.3273	20.214758	313.41617	246.56482	231.90475	89.074524	12.458004	123.23666	51.26148	1185000	9.536744e-10	37.466	-0.008157442	-10.73465	0.5203597	0.0030363277	0.0532	79.0	964.9768118858337
237	274.50937	16.015131	306.66144	248.04689	233.7619	89.13099	13.830047	128.85866	49.848732	1190000	7.247925e-09	28.455437	-0.008065962	-6.4023952	0.51869833	0.0061678737	0.055	79.0	968.0678818225861
238	272.05182	17.509605	304.36267	240.47058	230.19048	89.891594	12.317458	127.640015	51.46334	1195000	-9.727478e-09	25.707218	-0.009993289	-3.488802	0.53940314	0.00868793	0.0746	79.0	971.1415228843689
239	275.32895	21.251122	312.69934	237.7496	235.14285	89.22821	13.807608	126.72278	49.55918	1200000	6.2942505e-09	27.0262	-0.008600131	-7.2109566	0.5074429	0.0035026092	0.0624	79.0	974.1273844242096
240	272.33224	17.778772	305.78006	240.6411	219.27272	92.08525	12.52565	141.69626	47.860916	1205000	-1.0681152e-08	28.760069	-0.012633567	-5.9911346	0.5109492	0.018112952	0.0828	37.0	977.3517329692841
241	266.00504	37.629444	309.39935	139.13428	300.375	80.51584	25.010983	138.62381	23.580791	1210000	-1.001358e-08	522.42224	-0.00882826	-380.45917	0.5530982	-3.05274e-05	0.0794	79.0	980.947751045227
242	264.50058	43.369476	310.19702	108.05835	291.2353	67.6918	34.45803	159.91132	-4.6994624	1215000	-2.0980835e-09	166.60036	-0.008519389	-49.903458	0.5296133	0.004705015	0.058	79.0	984.5995163917542
243	278.18878	15.445236	301.9265	242.11304	242.4	83.485115	14.775129	120.18045	22.494995	1220000	-3.7193297e-09	107.10695	-0.009980875	-50.9689	0.50181216	0.011924697	0.0602	79.0	987.6229441165924
244	267.18643	53.495068	314.8727	35.64359	226.81818	85.08817	13.876097	141.6871	33.354153	1225000	9.918213e-09	264.23062	-0.008033566	-181.29892	0.49256578	0.0052433903	0.0546	79.0	990.624400138855
245	267.33115	18.474438	301.64224	233.51106	215.60869	90.83253	12.558545	123.284546	49.088158	1230000	-1.1444092e-09	41.61241	-0.008816704	-10.024208	0.50495857	0.00283473	0.0562	79.0	993.5615799427032
246	278.3234	22.154345	305.32812	234.09727	229.90475	91.4717	13.397482	141.86037	51.304047	1235000	8.392334e-09	47.08522	-0.01052897	-11.068871	0.4945088	0.006100644	0.0718	79.0	996.555739402771
247	256.9299	50.45178	307.98367	121.140594	331.93332	61.123417	41.952255	127.93205	-1.7533507	1240000	-5.340576e-09	161.51483	-0.006690307	-82.32962	0.53679705	0.005251614	0.0334	79.0	1000.3294842243195
248	267.78683	40.34061	315.80807	122.772896	271.0	74.10417	35.877167	129.80824	-5.565662	1245000	-2.4795532e-09	87.27973	-0.00798884	-14.762703	0.5250645	0.0042419024	0.0612	79.0	1003.5668551921844
249	271.2779	30.786753	304.96448	170.96007	268.27777	72.92462	36.098698	126.83075	-4.437933	1250000	-1.4448166e-08	116.32344	-0.007974063	-30.325089	0.5138326	0.004598861	0.0768	79.0	1007.1635279655457
